episode,mob_type,total_damage_dealt,total_health_lost,total_time,min_reward,max_reward,killed_mob,episode_time
86,Witch,26.0,0.16666599999999931,10.834974765777588,-60.0,135.0,True,360
87,Witch,26.0,0.0,5.601332902908325,-60.0,120.0,True,188
88,Witch,0.0,1.0,18.031733989715576,-60.0,105.0,False,598
89,Witch,0.0,14.499998,18.028594970703125,-60.0,90.0,False,601
90,Witch,7.0,11.333334,18.105727195739746,-70.0,135.0,False,601
91,Witch,9.839039,20.0,14.381884813308716,-60.00001500000002,104.99998500000001,False,475
92,Witch,26.0,0.0,14.667745590209961,-60.0,150.0,True,489
93,Witch,2.0,3.6666680000000014,18.037402391433716,-60.0,150.0,False,598
94,Witch,18.0,11.333333,18.01538848876953,-60.0,150.0,False,601
95,Witch,7.0,0.16666599999999931,18.001293897628784,-60.0,75.0,False,599
96,Witch,26.0,0.8333319999999986,6.026485919952393,-60.0,150.0,True,201
97,Witch,11.0,0.0,18.024946212768555,-60.0,150.0,False,599
98,Witch,26.0,1.6666659999999993,13.59307074546814,-60.0,135.0,True,452
99,Witch,26.0,19.83333397,13.501091241836548,-60.0,105.0,True,451
100,Witch,3.0,8.666668,17.98929500579834,-60.0,120.0,False,598
