episode,mob_type,total_damage_dealt,total_health_lost,total_time,min_reward,max_reward,killed_mob,episode_time
83,Skeleton,20.0,0.0,4.270440101623535,-20.0,90.0,True,213
84,Skeleton,20.0,0.0,2.2455532550811768,-20.0,135.0,True,110
85,Zombie,20.0,0.0,5.492824554443359,-30.0,88.56000494999999,True,275
86,Wolf,0.0,0.0,12.076221466064453,0.0,0.0,False,601
87,Witch,19.139839000000002,4.0,11.959567546844482,-60.0,150.0,False,597
88,Blaze,20.0,8.000002,4.339195728302002,-60.000000000000014,105.0,True,216
89,Witch,0.0,13.166668,12.017841577529907,-60.0,90.0,False,600
90,Witch,0.0,9.0,12.026515483856201,-60.0,75.0,False,599
91,Zombie,4.92515,20.0,9.207821607589722,-30.0,26.393370000000004,False,459
92,Blaze,12.91424,4.666665999999999,12.07417893409729,-60.0,120.0,False,600
93,Blaze,3.9612799999999986,20.0,5.63840389251709,-60.0,15.0,False,281
94,Ghast,10.0,0.0,7.75222635269165,-60.0,105.0,True,388
95,Blaze,12.0,0.0,11.987224817276001,-60.0,75.0,False,598
96,Zombie,20.0,0.0,3.1464648246765137,-30.0,162.36000450000003,True,157
97,Witch,2.0,9.833333,11.996806859970093,-60.0,75.0,False,599
98,Wolf,8.0,0.0,2.669114589691162,-40.0,80.0,True,134
99,Zombie,20.0,0.0,5.829859256744385,-30.0,118.08,True,290
100,Blaze,20.0,0.0,5.374780178070068,-60.0,60.00000059999999,True,267
101,Zombie,20.0,0.0,4.776519536972046,-30.0,64.1284995,True,238
102,Zombie,20.0,3.0,5.6793928146362305,-30.0,103.32,True,283
103,Zombie,20.0,0.0,3.7852752208709717,-30.0,90.62402999999999,True,190
104,Ghast,6.999999,17.333332,12.00375509262085,-60.0,104.999985,False,599
105,Blaze,20.0,0.0,3.518925189971924,0.0,105.0,True,177
106,Zombie,20.0,0.0,3.0156354904174805,-30.0,103.3200075,True,151
107,Witch,0.0,6.500002,11.921846628189087,-60.00000000000003,120.0,False,595
108,Wolf,8.0,3.0,2.181119441986084,-40.0,70.0,True,108
109,Blaze,19.0,13.833333,12.013733625411987,-60.0,120.0,False,600
110,Blaze,20.0,0.0,4.525484561920166,-60.0,120.0,True,227
111,Skeleton,20.0,0.0,7.182594060897827,-20.0,105.0,True,359
112,Blaze,20.0,0.8333340000000007,6.257330656051636,-60.0,135.0,True,313
113,Ghast,5.6239996,0.0,11.944699048995972,-30.0,59.999993999999994,False,595
114,Zombie,20.0,2.0000019999999985,4.719493389129639,-30.0,78.986055,True,236
115,Zombie,20.0,1.6666680000000014,6.3384644985198975,-30.0,132.84,True,317
116,Zombie,20.0,12.999998999999999,9.014173746109009,-30.0,103.32001499999998,True,451
117,Zombie,20.0,7.833332,5.425442457199097,-30.0,118.07999999999997,True,270
118,Witch,2.0,4.666668,11.9735746383667,-60.0,45.0,False,598
119,Wolf,0.0,4.500002,11.996140956878662,-10.000000000000018,10.000000000000018,False,598
120,Witch,0.0,3.0,12.020887851715088,-60.0,135.0,False,599
121,Witch,1.0,19.9999990463257,12.05532455444336,-60.0,75.0,False,601
122,Ghast,10.0,0.0,10.39415168762207,-60.0,90.0,True,525
123,Wolf,8.0,3.0,3.669191598892212,-40.0,70.0,True,177
124,Witch,0.0,16.499998,11.990264415740967,-70.0,105.0,False,598
125,Blaze,16.4089603,20.0,7.923274517059326,-50.0,120.0,False,395
126,Ghast,6.48416,0.0,12.024375200271606,0.0,60.0,False,601
127,Ghast,10.0,0.0,1.6712989807128906,-60.0,135.0,True,84
128,Zombie,20.0,7.833333,4.371190309524536,-30.0,78.98607000000001,True,219
129,Witch,8.0,10.166667,12.020057439804077,-60.0,160.0,False,599
130,Wolf,8.0,8.666668,9.930696964263916,-40.0,35.904,True,497
131,Wolf,8.0,14.833333,5.015043258666992,-40.0,45.528,True,252
132,Blaze,20.0,0.0,8.812241792678833,-60.0,90.00000599999998,True,439
133,Wolf,0.0,0.0,11.99558973312378,0.0,0.0,False,599
134,Skeleton,20.0,0.0,5.575681924819946,-20.0,105.0,True,278
135,Wolf,8.0,0.0,1.9855091571807861,0.0,105.0,True,99
136,Blaze,12.480639499999999,13.999998999999999,12.051419019699097,-60.0,104.99998499999998,False,600
137,Witch,7.40896,1.0,11.968891859054565,-70.0,150.0000045,False,597
138,Blaze,14.0,20.0,6.4298577308654785,-50.00000020000001,75.0,False,318
139,Wolf,0.0,0.0,11.997831106185913,-10.0,10.0,False,600
140,Wolf,8.0,0.0,2.9876911640167236,0.0,75.0,True,151
141,Wolf,8.0,0.0,0.7888946533203125,0.0,120.0,True,40
142,Wolf,8.0,0.0,2.9469285011291504,0.0,120.0,True,148
143,Witch,0.0,0.6666659999999993,11.994140863418579,-60.0,90.0,False,599
144,Blaze,15.0,20.0,8.323020458221436,-60.0,90.0,False,414
145,Skeleton,20.0,2.8333340000000007,6.603052854537964,-20.0,149.999997,True,331
146,Wolf,8.0,4.0,2.530881881713867,-40.0,75.0,True,127
147,Blaze,0.0,20.0,3.045156240463257,-60.0,10.0,False,151
148,Zombie,13.624000500000001,2.0,12.022193908691406,-30.0,88.56001499999999,False,599
149,Wolf,8.0,0.0,5.200037717819214,0.0,75.0,True,261
150,Witch,0.40896000000000043,10.000002,11.982991933822632,-60.000000000000014,60.0,False,597
151,Blaze,5.0,20.0,11.114084959030151,-60.0,75.0,False,554
152,Ghast,10.0,0.0,3.3585166931152344,0.0,90.15840750000001,True,169
153,Skeleton,20.0,2.0,4.551805019378662,-20.0,135.0,True,228
154,Witch,0.3000000000000007,0.5000019999999985,12.090468883514404,-57.75001500000003,100.0,False,598
155,Ghast,10.0,1.0,5.09203839302063,-10.0,74.99999805,True,255
156,Ghast,10.0,0.0,3.1655330657958984,-10.0,90.0,True,159
157,Wolf,8.0,0.0,4.45430850982666,0.0,45.0,True,223
158,Witch,0.0,0.0,12.081343412399292,-60.0,90.0,False,599
159,Wolf,8.0,8.5,3.9957656860351562,-40.0,90.0,True,200
160,Witch,4.0,10.833333,12.0548734664917,-60.0,150.0,False,600
161,Witch,7.449998999999998,11.666668,12.017231702804565,-60.0,105.0,False,599
162,Blaze,20.0,0.0,5.2742650508880615,-10.0,90.0,True,265
163,Wolf,8.0,4.0,2.9325573444366455,-40.0,75.0,True,146
164,Blaze,20.0,-5.0,1.0882744789123535,0.0,105.0,True,56
165,Zombie,20.0,0.0,5.816323757171631,-30.0,73.8000075,True,292
166,Witch,0.0,12.500002,12.019758701324463,-54.359999999999985,24.35999999999998,False,600
167,Ghast,10.0,0.0,0.5210616588592529,-10.0,150.0,True,26
168,Blaze,20.0,0.0,8.112500190734863,-60.0,75.0,True,406
169,Skeleton,20.0,-0.4999980000000015,10.623842716217041,-20.0,69.51840000000001,True,532
170,Blaze,20.0,0.0,6.919826507568359,-58.92479999999999,135.0,True,346
171,Zombie,16.0979571,0.0,12.039810419082642,-30.0,88.55999999999997,False,600
172,Zombie,20.0,0.5,4.266902208328247,-30.0,86.54494500000001,True,214
173,Zombie,20.0,0.0,5.2915565967559814,0.0,103.3200075,True,265
174,Ghast,10.0,3.6666659999999993,4.094147682189941,-60.0,60.0,True,205
175,Wolf,8.0,0.0,0.6890501976013184,0.0,75.0,True,36
176,Blaze,20.0,6.833334000000001,6.547745943069458,-60.0,105.0,True,327
177,Blaze,11.0,20.0,9.935961246490479,-60.0,90.0,False,496
178,Ghast,10.0,0.0,7.78495192527771,0.0,90.0,True,388
179,Skeleton,20.0,0.0,4.189702272415161,-20.0,134.9999955,True,210
180,Blaze,14.8390408,20.0,10.832633256912231,-60.0,89.99999700000001,False,540
181,Witch,12.0,3.1666680000000014,12.031022310256958,-60.0,135.0,False,600
182,Zombie,20.0,2.1666680000000014,4.59441614151001,-30.0,73.80001499999999,True,228
183,Wolf,8.0,0.0,3.631084680557251,-40.0,45.0,True,181
184,Witch,0.0,5.666668,12.057740449905396,-60.0,75.0,False,600
185,Witch,14.0,4.500002,12.06279468536377,-60.0,105.0,False,600
186,Witch,0.9142399999999995,8.666666,12.003351926803589,-60.0,90.0,False,595
187,Wolf,8.0,3.0,1.6484968662261963,-40.0,75.0,True,82
188,Zombie,20.0,-3.0,5.6854541301727295,-30.0,73.8,True,285
189,Ghast,10.0,0.0,4.679518461227417,-10.0,75.0,True,234
190,Skeleton,20.0,0.0,5.6611127853393555,-20.0,75.0,True,284
191,Ghast,10.0,0.0,0.5467245578765869,0.0,150.0,True,26
192,Zombie,20.0,0.0,2.9026687145233154,-30.0,103.3200075,True,146
193,Zombie,20.0,4.499998,7.13901424407959,-30.0,88.56000750000001,True,357
194,Blaze,12.0,10.666664,12.010558366775513,-50.0,75.0,False,599
195,Wolf,8.0,0.0,1.3805391788482666,0.0,90.0,True,68
196,Skeleton,20.0,0.0,2.107057571411133,0.0,90.00000750000001,True,106
197,Witch,2.0,0.0,11.95076870918274,-60.0,135.0,False,596
198,Ghast,10.0,12.500002,7.096280574798584,-60.0,105.0,True,355
199,Blaze,20.0,2.0,1.917060375213623,-60.0,145.0,True,92
200,Blaze,20.0,-5.333334000000001,2.870314836502075,-37.79038499999997,96.66665999999998,True,143
201,Skeleton,20.0,1.0,4.312466859817505,-20.0,80.270385,True,216
202,Wolf,0.0,0.0,12.01417064666748,0.0,0.0,False,599
203,Zombie,20.0,2.0,5.093127250671387,-30.0,108.959985,True,255
204,Ghast,10.0,0.0,0.7026045322418213,0.0,150.0,True,35
205,Witch,0.0,6.0,11.957240104675293,-60.0,165.0,False,596
206,Zombie,20.0,0.16666599999999931,5.727621078491211,-10.0,73.80000150000001,True,287
207,Skeleton,20.0,0.0,4.383629322052002,-20.0,74.99999999999999,True,219
208,Blaze,15.0,20.0,9.975094318389893,-60.0,90.0,False,497
209,Witch,1.4499989999999983,11.166668,11.968273401260376,-60.0,77.09758500000004,False,596
210,Witch,2.4499989999999983,8.666668,11.956857442855835,-70.0,150.0,False,596
211,Witch,10.0,19.0,10.101481676101685,-60.0,150.0,False,502
212,Witch,2.0,14.666668,12.035898685455322,-60.0,150.0,False,600
213,Blaze,18.0,14.666668,12.07315707206726,-60.0,120.0,False,598
214,Zombie,17.268970500000002,2.8333340000000007,12.023669004440308,-30.0,147.6000075,False,600
215,Witch,9.551119,0.0,12.004730463027954,-60.00001500000002,150.00001500000002,False,598
216,Witch,0.0,20.0,9.209465742111206,-70.0,105.0,False,458
217,Ghast,0.0,0.0,11.951694011688232,0.0,0.0,False,596
218,Blaze,4.0,20.0,7.285986423492432,-60.00000000000001,30.0,False,362
219,Ghast,10.0,16.666666,11.043354988098145,-60.00000000000001,80.27039099999999,True,554
220,Witch,0.0,10.666668,12.01626443862915,-60.0,80.2704,False,599
221,Ghast,10.0,0.0,0.8218059539794922,-10.0,150.0,True,42
222,Witch,0.0,2.5,11.981521606445312,-60.0,60.0,False,598
223,Witch,0.0,19.5000019,11.995859622955322,-60.0,135.0,False,599
224,Ghast,10.0,0.0,6.778087139129639,0.0,150.0,True,338
225,Zombie,20.0,2.3333319999999986,10.313560485839844,-30.0,103.3200075,True,518
226,Ghast,10.0,0.0,4.1506311893463135,0.0,120.0,True,208
227,Ghast,10.0,0.0,11.710532665252686,-60.0,61.28639999999999,True,586
228,Wolf,8.0,0.0,1.9391164779663086,-40.0,90.0,True,97
229,Blaze,6.0,0.0,12.047141313552856,-60.0,45.0,False,599
230,Blaze,20.0,7.166667,3.243943214416504,-60.0,135.0,True,161
231,Blaze,13.0,20.0,5.672558546066284,-60.0,105.0,False,283
232,Skeleton,20.0,1.0,7.372779846191406,-20.0,69.51840000000001,True,371
233,Zombie,20.0,0.0,6.256575584411621,-30.0,103.32001500000001,True,313
234,Zombie,20.0,2.16667,4.964256763458252,-30.0,113.32001500000001,True,249
235,Ghast,10.0,0.0,5.365780830383301,0.0,60.0,True,268
236,Blaze,20.0,0.0,3.814532518386841,-60.0,135.0,True,191
237,Witch,0.0,20.0,11.029988527297974,-60.0,10.000000000000004,False,551
238,Witch,0.3000000000000007,6.666665999999999,12.068315029144287,-60.0,105.0,False,601
239,Zombie,20.0,17.166666,6.003262758255005,-30.0,48.165657,True,300
240,Witch,10.0,10.833331,12.075182437896729,-60.0,120.0,False,601
241,Zombie,20.0,9.833333,4.1706602573394775,-30.0,72.43614,True,209
242,Skeleton,20.0,1.1666659999999993,5.967794895172119,-20.0,90.0,True,298
243,Zombie,20.0,0.0,2.8795437812805176,-30.0,128.08000600000003,True,144
244,Blaze,10.0,0.6666680000000014,11.944597959518433,-60.0,105.0,False,596
245,Wolf,8.0,0.0,8.349889755249023,0.0,120.0,True,418
246,Skeleton,20.0,2.8333340000000007,5.653701543807983,-20.0,120.0,True,282
247,Witch,0.0,0.0,11.968197584152222,-60.0,105.0,False,597
248,Skeleton,20.0,6.000002,10.152488708496094,-20.000000000000018,150.0000045,True,507
249,Zombie,20.0,0.0,3.311659574508667,-30.0,103.3200075,True,167
250,Skeleton,20.0,0.0,2.984722852706909,-20.0,157.5,True,151
251,Wolf,8.0,0.0,3.0542280673980713,0.0,120.0,True,152
252,Zombie,20.0,-3.0,3.0884273052215576,-20.0,125.0399925,True,155
253,Witch,0.0,7.666665999999999,11.945446014404297,-60.0,150.0,False,595
254,Zombie,20.0,0.0,3.226684331893921,-10.0,103.3200075,True,160
255,Wolf,8.0,2.0,1.350111961364746,-40.0,47.414403,True,67
256,Blaze,19.0,0.0,11.978754997253418,-60.0,135.0,False,598
257,Skeleton,20.0,2.6666659999999993,3.6768250465393066,-20.0,105.0,True,184
258,Witch,5.0,19.666666030000002,11.97759461402893,-60.00000000000001,75.0,False,598
259,Skeleton,20.0,4.0,4.573211431503296,-20.0,105.0,True,228
260,Ghast,10.0,0.0,2.180748701095581,0.0,105.0,True,109
261,Ghast,10.0,0.0,9.388764142990112,-60.0,85.0000045,True,469
262,Skeleton,20.0,0.0,3.8334507942199707,-20.0,105.0,True,191
263,Witch,11.15,2.0,12.008342027664185,-60.0,135.0,False,599
264,Witch,0.0,20.0,10.328814268112183,-60.00000000000001,75.0,False,513
265,Ghast,8.6345596,6.666668,11.943479061126709,-60.0,69.518394,False,596
266,Ghast,10.0,0.0,2.8120298385620117,0.0,83.8655955,True,141
267,Wolf,8.0,11.5,4.414182186126709,-40.0,75.0,True,221
268,Witch,0.14999999999999858,7.166668,11.982616424560547,-18.999969999999973,10.583340000000039,False,598
269,Witch,0.0,20.0,8.545619249343872,-60.000000299999996,45.0,False,426
270,Ghast,10.0,0.0,0.6776971817016602,0.0,150.0,True,34
271,Wolf,8.0,3.0,1.7022249698638916,-40.0,90.0,True,86
272,Wolf,8.0,5.0,0.9973337650299072,-40.0,80.27039099999999,True,50
273,Witch,0.0,16.833333,12.056193351745605,-60.00000000000003,160.00000000000003,False,599
274,Witch,0.0,12.666665,11.987072229385376,-60.0,45.0,False,600
275,Ghast,10.0,9.333333,9.613425731658936,-60.0,95.0,True,481
276,Wolf,8.0,4.0,1.6608288288116455,-40.0,80.27039099999999,True,83
277,Blaze,20.0,0.0,5.071353435516357,-60.0,150.0,True,254
278,Wolf,8.0,9.0,3.794987201690674,-40.0,90.0,True,190
279,Skeleton,20.0,2.0,8.593461990356445,-20.0,90.0000015,True,426
280,Witch,6.0,4.0,11.947609663009644,-70.0,150.0,False,596
281,Blaze,9.0,20.0,6.771866321563721,-60.0,90.0,False,334
282,Ghast,10.0,0.0,5.42824387550354,-10.0,150.0,True,271
283,Ghast,10.0,0.0,2.9707019329071045,0.0,80.27039099999999,True,145
284,Blaze,3.0,20.0,3.5694665908813477,-60.0,45.0,False,176
285,Skeleton,20.0,2.0,3.550457715988159,-20.0,157.5,True,177
286,Ghast,10.0,0.8333340000000007,7.0313520431518555,-60.0,45.0,True,352
287,Witch,3.0,9.499999,12.01298975944519,-60.0,105.0,False,597
288,Ghast,10.0,10.500002,10.693119525909424,-60.0,125.639985,True,534
289,Wolf,8.0,5.166667,3.6822307109832764,-40.0,30.0,True,185
290,Witch,0.0,4.666667,12.061864614486694,-60.0,165.0,False,599
291,Witch,0.0,8.833334,12.040040254592896,-60.0,105.0,False,599
292,Wolf,8.0,8.0,4.152930498123169,-40.0,45.0,True,207
293,Wolf,8.0,4.0,2.6097826957702637,-40.0,45.0,True,132
294,Skeleton,20.0,0.0,3.862355947494507,-20.0,120.0,True,193
295,Blaze,13.0,20.0,5.6883225440979,-60.0,105.0,False,283
296,Zombie,20.0,0.6666680000000014,8.964654684066772,-30.0,123.9048,True,448
297,Blaze,20.0,-6.0,5.560347080230713,0.0,100.0,True,278
298,Skeleton,20.0,0.0,5.894856691360474,-20.0,75.0,True,295
299,Zombie,20.0,0.0,4.750708341598511,-30.0,147.5999955,True,238
300,Zombie,20.0,0.0,7.2061991691589355,-30.0,73.800006,True,360
301,Zombie,20.0,0.0,1.8637590408325195,-30.0,147.60000000000002,True,94
302,Zombie,20.0,0.0,4.47852897644043,-30.0,118.08,True,224
303,Witch,0.0,13.666666,12.048625230789185,-60.0,75.0,False,601
304,Witch,0.0,17.0000019,12.003802061080933,-70.0,135.0,False,599
305,Witch,14.049999,14.666665,12.023202180862427,-60.0000045,150.0,False,600
306,Zombie,20.0,5.833332,4.866440296173096,-30.0,88.55999999999999,True,244
307,Zombie,8.700001,7.666664000000001,12.015557289123535,-30.000000000000018,44.10000000000002,False,600
308,Wolf,8.0,0.0,3.457991123199463,0.0,120.0,True,172
309,Blaze,20.0,0.0,3.778290271759033,-60.0,150.0,True,188
310,Witch,0.3000000000000007,0.0,11.982386589050293,-60.00000000000003,105.0,False,596
311,Blaze,20.0,8.333333,3.364797592163086,-60.0,150.0,True,169
312,Zombie,20.0,7.833332,8.583987474441528,-30.0,104.98667,True,429
313,Skeleton,20.0,4.833334000000001,6.7593162059783936,-20.0,80.27040000000002,True,338
314,Zombie,20.0,0.0,11.580870628356934,-30.0,132.84,True,579
315,Ghast,10.0,0.0,0.4462883472442627,0.0,150.0,True,22
316,Witch,0.0,5.333335999999999,11.996672630310059,-60.0,60.0,False,596
317,Ghast,9.0,20.0,9.69212293624878,-60.0,135.0,False,480
318,Witch,0.0,1.8333340000000007,12.014585733413696,-60.0,45.0,False,600
319,Wolf,8.0,0.0,2.7766659259796143,-10.0,120.0,True,137
320,Ghast,10.0,0.0,3.0678701400756836,-60.0,105.0,True,154
321,Wolf,8.0,0.0,2.4025893211364746,-40.0,60.0,True,121
322,Blaze,0.0,0.0,12.034115314483643,0.0,0.0,False,600
323,Blaze,7.0,20.0,9.096850395202637,-50.0,60.0,False,450
324,Blaze,0.0,20.0,6.795830011367798,-60.0,10.0,False,335
325,Witch,0.0,0.0,11.954084634780884,-60.0,105.0,False,597
326,Witch,0.0,19.166666030000002,12.05588674545288,-60.0,80.2704,False,599
327,Blaze,9.0,7.666667,12.03678584098816,-50.0,75.0,False,601
328,Blaze,17.0,10.833334,12.001686096191406,-60.0,120.0,False,598
329,Witch,0.3000000000000007,9.833333,11.974406003952026,-60.0,105.0,False,597
330,Blaze,5.0,0.0,12.083228826522827,-10.0,75.0,False,600
331,Blaze,20.0,9.666668,7.347657918930054,-60.0,160.0,True,368
332,Blaze,16.0,0.0,11.9936683177948,0.0,105.0,False,598
333,Zombie,20.0,0.0,5.836443901062012,-30.0,88.56000599999999,True,290
334,Blaze,9.0,20.0,9.58912181854248,-20.0,120.0,False,478
335,Zombie,20.0,0.0,2.9176065921783447,-30.0,103.319985,True,147
336,Ghast,10.0,0.0,8.61358642578125,-20.0,75.0,True,432
337,Skeleton,20.0,3.0,6.2077672481536865,-20.0,105.0,True,310
338,Blaze,9.351359,15.833332,12.000966310501099,-50.000000000000014,80.270385,False,599
339,Blaze,20.0,0.0,7.657851219177246,-60.0,120.0,True,384
340,Skeleton,20.0,5.333333,5.1678009033203125,-20.0,104.99999999999999,True,259
341,Witch,1.0,6.666664000000001,12.003214597702026,-60.0,120.0,False,599
342,Witch,0.0,20.0,10.690096378326416,-60.0,75.0,False,531
343,Wolf,0.0,0.0,12.04666018486023,0.0,0.0,False,601
344,Zombie,20.0,6.833334000000001,6.690505504608154,-30.0,103.3199955,True,335
345,Witch,0.0,1.0,11.961556673049927,-60.0,150.0,False,597
346,Ghast,10.0,2.0,1.8143761157989502,-60.0,130.041615,True,91
347,Ghast,10.0,0.0,5.191986322402954,-10.0,75.0,True,260
348,Wolf,8.0,14.333336,6.3317248821258545,-40.00000000000001,77.51999550000001,True,317
349,Wolf,8.0,3.0,5.448964357376099,-40.0,65.640006,True,273
350,Wolf,8.0,4.0,5.492758274078369,-40.0,60.0,True,275
351,Witch,0.0,6.166668,11.913485050201416,-60.0,105.0,False,595
352,Wolf,8.0,1.0,0.5654535293579102,-10.0,120.0,True,28
353,Skeleton,20.0,1.0,4.059787034988403,-20.0,135.0,True,202
354,Wolf,8.0,0.0,0.50262451171875,0.0,120.0,True,25
355,Wolf,8.0,3.3333319999999986,5.2916035652160645,-40.0,75.0,True,263
356,Skeleton,20.0,4.833333,8.45414662361145,-20.0,135.0,True,423
357,Witch,17.0,10.666667,12.00213074684143,-60.0,150.0,False,599
358,Witch,2.0,3.6666680000000014,12.021754026412964,-60.0,90.0,False,600
359,Skeleton,20.0,6.166667,4.666019678115845,-20.0,105.000006,True,234
360,Wolf,8.0,15.833332,7.989635944366455,-40.0,44.999997,True,399
361,Wolf,8.0,0.0,7.944464921951294,0.0,120.0,True,398
